"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"Undercovertourist.com","","13333717","Save $25 on 5-Day Disneyland Resort Park Hopper!","Now offering Disneyland Resort tickets! Save $25 on 5-Day Disneyland Park Hopper!","undercover tourist, disneyland resort, disneyland park, disney california adventure park, discount tickets, theme parks, amusement parks, attractions, family vacations, resorts, hotels, car rentals, disney hotels, walt disney world resort, family vacations, travel, tourism, universal studios, universal orlando, seaworld","Text Link","$0.00 USD","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-13333717"" target=""_top"">Save $25 on 5-Day Disneyland Resort Park Hopper!</a><img src=""https://www.awltovhc.com/image-101693488-13333717"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586609?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-13333717","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12779627","Save $48 on Universal 4-Day Park-to-Park and get extra day!","Save $48 on Universal 4-Day Park-to-Park and get extra day! Visit both Universal Studios and Islands of Adventure on the same day.","universal orlando, universal studios florida, islands of adventure, orlando, florida, undercover tourist, theme parks, discount tickets, attractions, wizarding world of harry potter, vacations, save time, save money, skip the lines, walt disney world","Text Link","$0.00 USD","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-12779627"" target=""_top"">Save $48 on Universal 4-Day Park-to-Park and get extra day! Visit both Universal Studios and Islands of Adventure on the same day.</a><img src=""https://www.ftjcfx.com/image-101693488-12779627"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586593?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12779627","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13278629","Save up to $58 on Discovery Cove - Day Resort Package!","Save up to $58 on Discovery Cove - Day Resort Package! This ticket also includes 14-day unlimited admission to SeaWorld Orlando and Aquatica.","undercover tourist, seaworld orlando, discovery cove, discount tickets, resort package, aquatica, orlando, florida, amusement parks, theme parks, save money, skip the lines, travel, tourism, water parks, disney world, universal orlando, disneyland, scuba, snorkel, outdoor attraction, beach, animals, family vacations, car rentals, resorts, hotels","Text Link","$0.00 USD","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-13278629"" target=""_top"">Save up to $58 on Discovery Cove - Day Resort Package! This ticket also includes 14-day unlimited admission to SeaWorld Orlando and Aquatica.</a><img src=""https://www.awltovhc.com/image-101693488-13278629"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586604?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13278629","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","5527150","Disney - Hopper Tickets","Disney - Hopper Tickets - Free Shipping, Discounted Admission from Undercover Tourist","Disney, Tickets, Disney Magic Your Way Tickets, Hopper Tickets, Disney World, Orlando Attraction Tickets","Text Link","$0.70 USD","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-5527150"" target=""_top"">Disney - Park Hopper Tickets - Free Shipping, Discounted Admission</a><img src=""https://www.ftjcfx.com/image-101693488-5527150"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586612?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-5527150","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","5527151","Tickets - Orlando Sightseeing Tours","Undercover Tourist offers Sightseeing attractions in Orlando for your vacation.","Sightseeing attractions, Sightseeing things to do in Orlando, Sightseeing vacations, Undercover Tourist.","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-5527151"" target=""_top"">Undercover Tourist offers Sightseeing attractions in Orlando for your vacation.</a><img src=""https://www.lduhtrp.net/image-101693488-5527151"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586613?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-5527151","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","5527166","Discount Disney Tickets","Disney on a budget? Save money and time now with UndercoverTourist.com!","Disney World Tickets, Universal Studios Tickets, Sea World Tickets, Islands of Adventure Tickets, Disneyworld tickets, Disney Tickets, Discount Disney World Tickets, Discount Universal Studios Tickets.","Text Link","$1.01 USD","$0.00 USD","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-5527166"" target=""_top"">Disney on a Budget? Save money and time now with UndercoverTourist.com!</a><img src=""https://www.tqlkg.com/image-101693488-5527166"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57586614?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-5527166","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","10804851","Undercover Tourist - 728x90","Stop paying full price! Now offering California & Orlando attraction tickets.We ship authentic Disney tickets, direct to your door, for less than gate price.
","disney tickets, attraction tickets, nicest refund policy, orlando, tickets, disney, universal, seaworld, medieval times, tourist attractions, universal orlando tickets, ticket specials, free shipping, discount prices, refund policy, trusted, customer service, undercover tourist, tourist information, 728x90","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-10804851"" target=""_top""> <img src=""https://www.awltovhc.com/image-101693488-10804851"" width=""728"" height=""90"" alt=""... the trusted name in attraction tickets   "" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586616?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-10804851","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","2331756","Undercover Tourist - 120x60","Now offering discount attraction tickets for Orlando, FL and Southern California! Shop Disney tickets at discount prices with free shipping, the nicest refund policy and great customer service from Undercover Tourist.","disney tickets, attraction tickets, nicest refund policy, orlando, tickets, disney, universal, seaworld, medieval times, tourist attractions, universal orlando tickets, ticket specials, free shipping, discount prices, refund policy, trusted, customer service, undercover tourist, tourist information","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-2331756"" target=""_top""> <img src=""https://www.tqlkg.com/image-101693488-2331756"" width=""120"" height=""60"" alt=""Undercover Tourist"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586617?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-2331756","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505701","Save money on Disney's Animal Kingdom Lodge Resort! 728x90","Cozy up to savings and save money on Disney's Animal Kingdom Lodge Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's animal kingdom lodge, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12505701"" target=""_top""> <img src=""https://www.awltovhc.com/image-101693488-12505701"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586620?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12505701","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505713","Save money on Disney's Coronado Springs Resort! 120x600","Cozy up to savings and save money on Disney's Coronado Springs Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's coronado springs resort, deluxe resorts, value resorts, moderate resorts, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-12505713"" target=""_top""> <img src=""https://www.tqlkg.com/image-101693488-12505713"" width=""120"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57586621?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12505713","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12983232","Save $24 on Universal 3-Day Base Ticket!","Save $24 on Universal 3-Day 3-Park Base Ticket!","universal's volcano bay, universal studios florida, universal's islands of adventure, wizarding world of harry potter, florida, orlando, undercover tourist, skip the lines, save money, save time, resorts, family vacations, theme parks, discount tickets, car rentals, amusement parks, attractions, travel, tourism, hotels, california, disney world","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-12983232"" target=""_top"">Save $24 on Universal 3-Day 3-Park Base Ticket!</a><img src=""https://www.tqlkg.com/image-101693488-12983232"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57586630?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-12983232","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13012453","Legoland Florida Discount Tickets","Skip the lines and save money on Legoland Florida tickets!","legoland florida, california, LEGO, universal orlando, undercover tourist, travel, tourism, family vacations, theme parks, discount tickets, amusement parks, attractions, family vacations, hotels, resorts, car rentals, disney world, wizarding world of harry potter, volcano bay, water parks, save money, skip the lines, save time","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-13012453"" target=""_top"">Skip the lines and save money on Legoland Florida tickets!</a><img src=""https://www.tqlkg.com/image-101693488-13012453"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586631?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13012453","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13168010","Save an EXTRA $20 OFF on San Francisco hotels!","Save an EXTRA $20 OFF on San Francisco hotels! Book your room for a minimum 2-night stay and stay near Fishermans Wharf, Gold Gate Bridge and other top attractions!","san francisco, golden gate bridge, california, san fran, undercover tourist, top attractions, fishermans wharf, car rentals, hotels, resorts, discount tickets, theme parks, disney world, universal studios, skip the lines, save time, save money, nyc, new york, top cities, ski lift tickets, ski resorts, ski","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-13168010"" target=""_top"">Save an EXTRA $20 OFF on San Francisco hotels! Book your room for a minimum 2-night stay and stay near Fishermans Wharf, Gold Gate Bridge and other top attractions!</a><img src=""https://www.ftjcfx.com/image-101693488-13168010"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586632?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-13168010","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13168020","Save an EXTRA $20 OFF Washington D.C. hotels!","Save an EXTRA $20 OFF Washington D.C. hotels! Book a minimum 2-night stay and stay near the National Mall, White House and other top attractions!","washington d.c., washington, undercover tourist, travel, tourism, travel destinations, discount tickets, hotels, resorts, car rentals, skip the lines, save money, save time, orlando, florida, ski resorts, ski lift tickets, ski","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-13168020"" target=""_top"">Save an EXTRA $20 OFF Washington D.C. hotels! Book a minimum 2-night stay and stay near the National Mall, White House and other top attractions!</a><img src=""https://www.ftjcfx.com/image-101693488-13168020"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586633?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13168020","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13278609","Save $6 on 3-Day FL Resident Disney Select Park Hopper Plus Option!","Save $6 on 3-Day FL Resident Disney Select Park Hopper Plus Option!","undercover tourist, disney world, walt disney world resort, magic kingdom park, discount tickets, park hopper ticket, florida resident ticket, orlando, florida, lake buena vista, disney's animal kingdom, disney's hollywood studios, epcot, mickey mouse, family vacations, tourism, travel, destinations, resorts, skip the lines, save time, save money, car rentals, disneyland, universal orlando","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-13278609"" target=""_top"">Save $6 on 3-Day FL Resident Disney Select Park Hopper Plus Option!</a><img src=""https://www.lduhtrp.net/image-101693488-13278609"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586634?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13278609","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13278611","Save $10 on 4-Day FL Resident Disney Select Park Hopper!","Save $10 on 4-Day FL Resident Disney Select Park Hopper!","undercover tourist, disney world, walt disney world resort, magic kingdom park, discount tickets, florida resident tickets, park hopper tickets, magic your way, orlando, florida, save money, skip the lines, tourism, travel, resorts, disney's animal kingdom, epcot, disney's hollywood studios, universal orlando, disneyland","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-13278611"" target=""_top"">Save $10 on 4-Day FL Resident Disney Select Park Hopper!</a><img src=""https://www.lduhtrp.net/image-101693488-13278611"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586635?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101693488-13278611","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12540859","Save up to 50% off on car rentals nationwide!","Save up to 50% off car rentals nationwide. Choose from Alamo, Avis, Budget, Enterprise and National. Restrictions may apply.","car rentals, save money, savings, avis, alamo, budget, enterprise, national, undercover tourist, family vacations, discount tickets, orlando, florida, los angeles, california, san diego, disney world, universal orlando resort, universal studios, wizarding world of harry potter, travel, attractions, tourism, resorts","Text Link","$0.00 USD","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-12540859"" target=""_top"">Save up to 50% off car rentals nationwide. Choose from Alamo, Avis, Budget, Enterprise and National. Restrictions may apply.</a><img src=""https://www.awltovhc.com/image-101693488-12540859"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586624?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12540859","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12540860","Save up to $108 on Orlando and Los Angeles tickets!","Check out our hot deals! Shop our deepest discounts of the week and save money on tickets and car rentals!","hot deals, discounts, theme parks, hotels, car rentals, disney world, resorts, undercover tourist, savings, save money, save time, family vacations, tourism, travel, universal orlando, florida, california, los angeles, seaworld, alamo, budget, avis, nation, enterprise","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12540860"" target=""_top"">Check out our hot deals! Shop our deepest discounts of the week and save money on tickets and car rentals!</a><img src=""https://www.awltovhc.com/image-101693488-12540860"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586625?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-12540860","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","5527151","Tickets - Orlando Sightseeing Tours","Undercover Tourist offers Sightseeing attractions in Orlando for your vacation.","Sightseeing attractions, Sightseeing things to do in Orlando, Sightseeing vacations, Undercover Tourist.","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-5527151"" target=""_top"">Undercover Tourist offers Sightseeing attractions in Orlando for your vacation.</a><img src=""https://www.lduhtrp.net/image-101693488-5527151"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57586613?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-5527151","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","5527166","Discount Disney Tickets","Disney on a budget? Save money and time now with UndercoverTourist.com!","Disney World Tickets, Universal Studios Tickets, Sea World Tickets, Islands of Adventure Tickets, Disneyworld tickets, Disney Tickets, Discount Disney World Tickets, Discount Universal Studios Tickets.","Text Link","$1.01 USD","$0.00 USD","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-5527166"" target=""_top"">Disney on a Budget? Save money and time now with UndercoverTourist.com!</a><img src=""https://www.tqlkg.com/image-101693488-5527166"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586614?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-5527166","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","10804851","Undercover Tourist - 728x90","Stop paying full price! Now offering California & Orlando attraction tickets.We ship authentic Disney tickets, direct to your door, for less than gate price.
","disney tickets, attraction tickets, nicest refund policy, orlando, tickets, disney, universal, seaworld, medieval times, tourist attractions, universal orlando tickets, ticket specials, free shipping, discount prices, refund policy, trusted, customer service, undercover tourist, tourist information, 728x90","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-10804851"" target=""_top""> <img src=""https://www.awltovhc.com/image-101693488-10804851"" width=""728"" height=""90"" alt=""... the trusted name in attraction tickets   "" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586616?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-10804851","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","GB, CA, US","11921009","Discovery Cove - Day Resort Package","Enjoy an all-inclusive day resort experience at Discovery Cove®, the #1 Amusement Park in the World according to millions of travelers in the 2014 TripAdvisor Travelers' Choice™ Awards.","discovery cove, seaworld, orlando, FL, theme park, amusement park, disney, disney world, tickets, attraction tickets","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-11921009"" target=""_top"">Enjoy an all-inclusive day resort experience at Discovery Cove®, the #1 Amusement Park in the World according to millions of travelers in the 2014 TripAdvisor Travelers' Choice™ Awards.</a><img src=""https://www.tqlkg.com/image-101693488-11921009"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586618?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-11921009","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505697","Save money on Disney's Animal Kingdom Lodge Resort! 300x250","Cozy up to savings and save money on Disney's Animal Kingdom Lodge Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's animal kingdom lodge, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12505697"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101693488-12505697"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586622?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12505697","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12755976","Save $15 on Blue Man Group Orlando Tier 1 Seating!","Save $15 on Blue Man Group Orlando Tier 1 Seating! This ticket is non-refundable.","blue man group, universal orlando, undercover tourist, universal studios, islands of adventure, orlando, florida, comedy, music, concert, orlando, florida, walt disney world, resort, save money, family vacations, theme parks, discount tickets, skip the lines, roller coasters, entertainment","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-12755976"" target=""_top"">Save $15 on Blue Man Group Orlando Tier 1 Seating!</a><img src=""https://www.ftjcfx.com/image-101693488-12755976"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586629?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-12755976","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","GB, CA, US","11921021","Discovery Cove - Ultimate Day Resort with Dolphin Swim Package","Enhance your day at Discovery Cove with a reserved 30 minute dolphin swim. Includes 14 day unlimited admission to SeaWorld, Aquatica and Busch Gardens.
","dolphin swim, aquatica, busch gardens, discovery cove, seaworld, orlando, FL, theme park, amusement park, disney, disney world, tickets, attraction tickets","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-11921021"" target=""_top"">Enhance your day at Discovery Cove with a reserved 30 minute dolphin swim. Includes 14 day unlimited admission to SeaWorld, Aquatica and Busch Gardens.</a><img src=""https://www.awltovhc.com/image-101693488-11921021"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586619?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-11921021","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13370812","Save up to $58 on Discovery Cove - Day Resort Package!","Save up to $58 on Discovery Cove - Day Resort Package! This ticket also includes 14-day unlimited admission to SeaWorld Orlando and Aquatica.","undercover tourist, seaworld orlando, discovery cove, discount tickets, resort package, aquatica, orlando, florida, amusement parks, theme parks, save money, skip the lines, travel, tourism, water parks, disney world, universal orlando, disneyland, scuba, snorkel, outdoor attraction, beach, animals, family vacations, car rentals, resorts, hotels","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-13370812"" target=""_top"">Save up to $58 on Discovery Cove - Day Resort Package! This ticket also includes 14-day unlimited admission to SeaWorld Orlando and Aquatica.</a><img src=""https://www.awltovhc.com/image-101693488-13370812"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57586637?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101693488-13370812","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505722","Save money on Disney's Coronado Springs Resort! 728x90","Cozy up to savings and save money on Disney's Coronado Springs Resort - a frog family favorite!
","undercover tourist, hotels, resorts, disney's coronado springs resort, deluxe resorts, value resorts, moderate resorts, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12505722"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101693488-12505722"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586623?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12505722","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","10723176","Undercover Tourist (Cart)","Disney World tickets, Universal Studios tickets with free shipping from Undercover Tourist, the trusted name in attraction tickets","Disney world tickets, Universal studios tickets, free shipping,  attraction tickets, Orlando, Magic Your Way Tickets, Orlando FlexTickets","Text Link","$15.53 USD","$26.05 USD","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-10723176"" target=""_top"">Disney World tickets, Universal Studios tickets with free shipping from Undercover Tourist, the trusted name in attraction tickets.</a><img src=""https://www.tqlkg.com/image-101693488-10723176"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586615?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-10723176","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13333735","Save $15 on Disneyland 4-Day Base Ticket!","Now offering Disneyland Resort tickets! Save $15 on Disneyland 4-Day 1-Park Per Day Base Ticket!","undercover tourist, disneyland resort, disneyland park, disney california adventure park, los angeles, california, discount tickets, theme parks, amusement parks, attractions, tourism, travel, travel destinations, walt disney world resort, universal studios, universal orlando, disney hotels, hotels, car rentals, resorts, skip the lines, family vacations, save money, seaworld, legoland, florida","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-13333735"" target=""_top"">Now offering Disneyland Resort tickets! Save $15 on Disneyland 4-Day 1-Park Per Day Base Ticket!</a><img src=""https://www.awltovhc.com/image-101693488-13333735"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586636?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-13333735","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505700","Save money on Disney's Animal Kingdom Lodge Resort! 468x60","Cozy up to savings and save money on Disney's Animal Kingdom Lodge Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's animal kingdom lodge, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-12505700"" target=""_top""> <img src=""https://www.tqlkg.com/image-101693488-12505700"" width=""468"" height=""60"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57586658?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-12505700","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505710","Save money on Disney's Art of Animation Resort! 468x60","Cozy up to savings and save money on Disney's Art of Animation Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's art of animation resort, deluxe resorts, value resorts, moderate resorts, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-12505710"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101693488-12505710"" width=""468"" height=""60"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586660?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-12505710","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","5527123","Discount Disney Tickets","Shop Discount Attraction Tickets for Orlando, FL and Southern California! Find Fantastic Prices, Free Shipping and First-Class Customer Service","Disney Tickets, Disney World Tickets, Disneyworld Tickets, Universal Studios Tickets, Florida Theme Park Tickets, SeaWorld Tickets, Sea World Tickets","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-5527123"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101693488-5527123"" width=""125"" height=""125"" alt=""Undercover Tourist"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586654?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-5527123","N/A","","","","Vacation","684659","Active","English","No"
